Column 1,Column 2
K31.3,Q40.0
K31.3,F45.8
K31.3,F45.8
K31.2,Q40.2
K31.2,K31.89
K90.2,Q43.8
K90.2,K91.2
N89.5,Q52.4
N89.5,N99.2
N36.8,Q64.7
N36.8,N81.0
M41,Q67.5
M41,Q76.3
M41,Q67.5
M41,I27.1
G24.3,Q68.0
G24.3,F44.4
G24.3,R29.891
G24.3,F45.8
G24.3,M43.6
G24.3,S13.4
R29.891,Q68.0
R29.891,F45.8
R29.891,G24.3
R29.891,P15.8
R29.891,M43.6
M43.6,Q68.0
M43.6,R29.891
M43.6,F45.8
M43.6,G24.3
M43.6,P15.2
M43.0,Q76.2
M43.0,M43.1
E34.3,Q77.4
E34.3,Q77.4
E34.3,E45
E34.3,E23.0
E34.3,E34.8
E34.3,N25.0
E34.3,Q87.19
E34.3,D82.2
E34.3,R62.52
Q87.1,Q77.6
Q87.1,E78.72
D47.01,Q82.2
D47.01,Q82.2
D47.01,D47.09
N64.82,Q83.0
N64.82,N65.1
L67,Q84.1
L67,Q84.1
L67,L65.0
G47.3,R06.81
G47.3,R06.3
G47.3,E66.2
G47.3,P28.3
R12,R10.13
R12,K30
K30,R10.13
K30,R12
K30,F45.8
K30,F45.8
K30,F45.8
R68.1,R10.83
R68.1,P91.3
R68.1,K00.7
K59.1,R19.7
K59.1,K58.0
K52.9,R19.7
K52.9,K59.1
K52.9,A09
K52.9,P78.3
K52.9,F45.8
N39.4,R32
N39.4,R39.81
N39.4,R39.81
N39.4,R32
N39.4,F98.0
F04,R41.3
F04,R41.1
F04,F44.0
F04,R41.2
F44.0,R41.3
F44.0,R41.1
F44.0,F44.1
F44.0,R41.2
R54,R41.81
R54,M62.84
R54,F03
R54,R41.81
G43,R51.9
G43,G44.00
G89,R52
G89,F45.41
G89,R52
R53.1,R54
R53.1,M62.81
R53.1,M62.84
R53.1,R54
G40.89,R56.1
G40.89,G40.909
G40.89,R56.9
A48.3,R57.8
A48.3,A41.9
F50.0,R63.0
F50.0,F50.89
E67,R63.2
E67,E68
R64,R63.4
R64,E41
M20.0,R68.3
M20.0,M72.0
M20.0,M65.3
E89.1,R73.9
E89.1,E16.2
D68.61,R76.0
D68.61,D68.312
D68.61,D68.62
D68.312,R76.0
D68.312,D68.61
D68.312,D68.61
D68.312,R76.0
D68.312,D68.62
D68.312,R76.0
D68.312,D68.62
D89,R77.1
D89,D47.2
D68,R79.1
D68,O00
D68,O07
D68,O08.1
D68,O45.0
D68,O46.0
D68,O67.0
D68,O72.3
R85.61,R85.69
R85.61,D01.3
R85.61,K62.82
R85.61,K62.82
R85.61,D01.3
R85.61,K62.82
R85.61,D01.3
K82,R93.2
K82,K91.5
H65.1,T70.0
H65.1,H66.9
L23,T78.40
L23,L25.9
L23,L30.9
L24,T78.40
L24,L25.9
L24,L30.9
B34.2,U07.1
B34.2,J12.81
R75,Z21
R75,B20
N95.1,Z78.0
N95.1,E89.41
N95.1,E28.310
D58.2,D75.0
D58.2,D74.0
D58.2,D56.5
D58.2,D56.4
D58.2,D75.1
D58.2,D74.0
D58.2,D74.8
D58.2,D74.9
D58.2,D56.8
D78.0,D78.11
D78.0,D78.12
E01,E00.0
E01,E02
P72,E03.0
P72,E03.1
P72,E07.1
P72,E07.1
G63,E08.00
G63,E08.01
G63,E08.10
G63,E08.11
G63,E08.21
G63,E08.22
G63,E08.29
G63,E08.311
G63,E08.319
G63,E08.3211
G63,E08.3212
G63,E08.3213
G63,E08.3219
G63,E08.3291
G63,E08.3292
G63,E08.3293
G63,E08.3299
G63,E08.3311
G63,E08.3312
G63,E08.3313
G63,E08.3319
G63,E08.3391
G63,E08.3392
G63,E08.3393
G63,E08.3399
G63,E08.3411
G63,E08.3412
G63,E08.3413
G63,E08.3419
G63,E08.3491
G63,E08.3492
G63,E08.3493
G63,E08.3499
G63,E08.3511
G63,E08.3512
G63,E08.3513
G63,E08.3519
G63,E08.3521
G63,E08.3522
G63,E08.3523
G63,E08.3529
G63,E08.3531
G63,E08.3532
G63,E08.3533
G63,E08.3539
G63,E08.3541
G63,E08.3542
G63,E08.3543
G63,E08.3549
G63,E08.3551
G63,E08.3552
G63,E08.3553
G63,E08.3559
G63,E08.3591
G63,E08.3592
G63,E08.3593
G63,E08.3599
G63,E08.36
G63,E08.37X1
G63,E08.37X2
G63,E08.37X3
G63,E08.37X9
G63,E08.39
G63,E08.40
G63,E08.41
G63,E08.42
G63,E08.43
G63,E08.44
G63,E08.49
G63,E08.51
G63,E08.52
G63,E08.59
G63,E08.610
G63,E08.618
G63,E08.620
G63,E08.621
G63,E08.622
G63,E08.628
G63,E08.630
G63,E08.638
G63,E08.641
G63,E08.649
G63,E08.65
G63,E08.69
G63,E08.8
G63,E08.9
G63,E09.00
G63,E09.01
G63,E09.10
G63,E09.11
G63,E09.21
G63,E09.22
G63,E09.29
G63,E09.311
G63,E09.319
G63,E09.3211
G63,E09.3212
G63,E09.3213
G63,E09.3219
G63,E09.3291
G63,E09.3292
G63,E09.3293
G63,E09.3299
G63,E09.3311
G63,E09.3312
G63,E09.3313
G63,E09.3319
G63,E09.3391
G63,E09.3392
G63,E09.3393
G63,E09.3399
G63,E09.3411
G63,E09.3412
G63,E09.3413
G63,E09.3419
G63,E09.3491
G63,E09.3492
G63,E09.3493
G63,E09.3499
G63,E09.3511
G63,E09.3512
G63,E09.3513
G63,E09.3519
G63,E09.3521
G63,E09.3522
G63,E09.3523
G63,E09.3529
G63,E09.3531
G63,E09.3532
G63,E09.3533
G63,E09.3539
G63,E09.3541
G63,E09.3542
G63,E09.3543
G63,E09.3549
G63,E09.3551
G63,E09.3552
G63,E09.3553
G63,E09.3559
G63,E09.3591
G63,E09.3592
G63,E09.3593
G63,E09.3599
G63,E09.36
G63,E09.37X1
G63,E09.37X2
G63,E09.37X3
G63,E09.37X9
G63,E09.39
G63,E09.40
G63,E09.41
G63,E09.42
G63,E09.43
G63,E09.44
G63,E09.49
G63,E09.51
G63,E09.52
G63,E09.59
G63,E09.610
G63,E09.618
G63,E09.620
G63,E09.621
G63,E09.622
G63,E09.628
G63,E09.630
G63,E09.638
G63,E09.641
G63,E09.649
G63,E09.65
G63,E09.69
G63,E09.8
G63,E09.9
G63,E10.10
G63,E10.11
G63,E10.21
G63,E10.22
G63,E10.29
G63,E10.311
G63,E10.319
G63,E10.3211
G63,E10.3212
G63,E10.3213
G63,E10.3219
G63,E10.3291
G63,E10.3292
G63,E10.3293
G63,E10.3299
G63,E10.3311
G63,E10.3312
G63,E10.3313
G63,E10.3319
G63,E10.3391
G63,E10.3392
G63,E10.3393
G63,E10.3399
G63,E10.3411
G63,E10.3412
G63,E10.3413
G63,E10.3419
G63,E10.3491
G63,E10.3492
G63,E10.3493
G63,E10.3499
G63,E10.3511
G63,E10.3512
G63,E10.3513
G63,E10.3519
G63,E10.3521
G63,E10.3522
G63,E10.3523
G63,E10.3529
G63,E10.3531
G63,E10.3532
G63,E10.3533
G63,E10.3539
G63,E10.3541
G63,E10.3542
G63,E10.3543
G63,E10.3549
G63,E10.3551
G63,E10.3552
G63,E10.3553
G63,E10.3559
G63,E10.3591
G63,E10.3592
G63,E10.3593
G63,E10.3599
G63,E10.36
G63,E10.37X1
G63,E10.37X2
G63,E10.37X3
G63,E10.37X9
G63,E10.39
G63,E10.40
G63,E10.41
G63,E10.42
G63,E10.43
G63,E10.44
G63,E10.49
G63,E10.51
G63,E10.52
G63,E10.59
G63,E10.610
G63,E10.618
G63,E10.620
G63,E10.621
G63,E10.622
G63,E10.628
G63,E10.630
G63,E10.638
G63,E10.641
G63,E10.649
G63,E10.65
G63,E10.69
G63,E10.8
G63,E10.9
G63,E11.00
G63,E11.01
G63,E11.10
G63,E11.11
G63,E11.21
G63,E11.22
G63,E11.29
G63,E11.311
G63,E11.319
G63,E11.3211
G63,E11.3212
G63,E11.3213
G63,E11.3219
G63,E11.3291
G63,E11.3292
G63,E11.3293
G63,E11.3299
G63,E11.3311
G63,E11.3312
G63,E11.3313
G63,E11.3319
G63,E11.3391
G63,E11.3392
G63,E11.3393
G63,E11.3399
G63,E11.3411
G63,E11.3412
G63,E11.3413
G63,E11.3419
G63,E11.3491
G63,E11.3492
G63,E11.3493
G63,E11.3499
G63,E11.3511
G63,E11.3512
G63,E11.3513
G63,E11.3519
G63,E11.3521
G63,E11.3522
G63,E11.3523
G63,E11.3529
G63,E11.3531
G63,E11.3532
G63,E11.3533
G63,E11.3539
G63,E11.3541
G63,E11.3542
G63,E11.3543
G63,E11.3549
G63,E11.3551
G63,E11.3552
G63,E11.3553
G63,E11.3559
G63,E11.3591
G63,E11.3592
G63,E11.3593
G63,E11.3599
G63,E11.36
G63,E11.37X1
G63,E11.37X2
G63,E11.37X3
G63,E11.37X9
G63,E11.39
G63,E11.40
G63,E11.41
G63,E11.42
G63,E11.43
G63,E11.44
G63,E11.49
G63,E11.51
G63,E11.52
G63,E11.59
G63,E11.610
G63,E11.618
G63,E11.620
G63,E11.621
G63,E11.622
G63,E11.628
G63,E11.630
G63,E11.638
G63,E11.641
G63,E11.649
G63,E11.65
G63,E11.69
G63,E11.8
G63,E11.9
G63,E13.00
G63,E13.01
G63,E13.10
G63,E13.11
G63,E13.21
G63,E13.22
G63,E13.29
G63,E13.311
G63,E13.319
G63,E13.3211
G63,E13.3212
G63,E13.3213
G63,E13.3219
G63,E13.3291
G63,E13.3292
G63,E13.3293
G63,E13.3299
G63,E13.3311
G63,E13.3312
G63,E13.3313
G63,E13.3319
G63,E13.3391
G63,E13.3392
G63,E13.3393
G63,E13.3399
G63,E13.3411
G63,E13.3412
G63,E13.3413
G63,E13.3419
G63,E13.3491
G63,E13.3492
G63,E13.3493
G63,E13.3499
G63,E13.3511
G63,E13.3512
G63,E13.3513
G63,E13.3519
G63,E13.3521
G63,E13.3522
G63,E13.3523
G63,E13.3529
G63,E13.3531
G63,E13.3532
G63,E13.3533
G63,E13.3539
G63,E13.3541
G63,E13.3542
G63,E13.3543
G63,E13.3549
G63,E13.3551
G63,E13.3552
G63,E13.3553
G63,E13.3559
G63,E13.3591
G63,E13.3592
G63,E13.3593
G63,E13.3599
G63,E13.36
G63,E13.37X1
G63,E13.37X2
G63,E13.37X3
G63,E13.37X9
G63,E13.39
G63,E13.40
G63,E13.41
G63,E13.42
G63,E13.43
G63,E13.44
G63,E13.49
G63,E13.51
G63,E13.52
G63,E13.59
G63,E13.610
G63,E13.618
G63,E13.620
G63,E13.621
G63,E13.622
G63,E13.628
G63,E13.630
G63,E13.638
G63,E13.641
G63,E13.649
G63,E13.65
G63,E13.69
G63,E13.8
G63,E13.9
G63,A36.83
G63,B27.00
G63,B27.01
G63,B27.02
G63,B27.09
G63,B27.10
G63,B27.11
G63,B27.12
G63,B27.19
G63,B27.80
G63,B27.81
G63,B27.82
G63,B27.89
G63,B27.90
G63,B27.91
G63,B27.92
G63,B27.99
G63,A69.22
G63,B26.84
G63,B02.23
G63,M05.50
G63,M05.511
G63,M05.512
G63,M05.519
G63,M05.521
G63,M05.522
G63,M05.529
G63,M05.531
G63,M05.532
G63,M05.539
G63,M05.541
G63,M05.542
G63,M05.549
G63,M05.551
G63,M05.552
G63,M05.559
G63,M05.561
G63,M05.562
G63,M05.569
G63,M05.571
G63,M05.572
G63,M05.579
G63,M05.59
G63,M34.83
G63,M32.19
H20.0,E08.00
H20.0,E08.01
H20.0,E08.10
H20.0,E08.11
H20.0,E08.21
H20.0,E08.22
H20.0,E08.29
H20.0,E08.311
H20.0,E08.319
H20.0,E08.3211
H20.0,E08.3212
H20.0,E08.3213
H20.0,E08.3219
H20.0,E08.3291
H20.0,E08.3292
H20.0,E08.3293
H20.0,E08.3299
H20.0,E08.3311
H20.0,E08.3312
H20.0,E08.3313
H20.0,E08.3319
H20.0,E08.3391
H20.0,E08.3392
H20.0,E08.3393
H20.0,E08.3399
H20.0,E08.3411
H20.0,E08.3412
H20.0,E08.3413
H20.0,E08.3419
H20.0,E08.3491
H20.0,E08.3492
H20.0,E08.3493
H20.0,E08.3499
H20.0,E08.3511
H20.0,E08.3512
H20.0,E08.3513
H20.0,E08.3519
H20.0,E08.3521
H20.0,E08.3522
H20.0,E08.3523
H20.0,E08.3529
H20.0,E08.3531
H20.0,E08.3532
H20.0,E08.3533
H20.0,E08.3539
H20.0,E08.3541
H20.0,E08.3542
H20.0,E08.3543
H20.0,E08.3549
H20.0,E08.3551
H20.0,E08.3552
H20.0,E08.3553
H20.0,E08.3559
H20.0,E08.3591
H20.0,E08.3592
H20.0,E08.3593
H20.0,E08.3599
H20.0,E08.36
H20.0,E08.37X1
H20.0,E08.37X2
H20.0,E08.37X3
H20.0,E08.37X9
H20.0,E08.39
H20.0,E08.40
H20.0,E08.41
H20.0,E08.42
H20.0,E08.43
H20.0,E08.44
H20.0,E08.49
H20.0,E08.51
H20.0,E08.52
H20.0,E08.59
H20.0,E08.610
H20.0,E08.618
H20.0,E08.620
H20.0,E08.621
H20.0,E08.622
H20.0,E08.628
H20.0,E08.630
H20.0,E08.638
H20.0,E08.641
H20.0,E08.649
H20.0,E08.65
H20.0,E08.69
H20.0,E08.8
H20.0,E08.9
H20.0,E09.00
H20.0,E09.01
H20.0,E09.10
H20.0,E09.11
H20.0,E09.21
H20.0,E09.22
H20.0,E09.29
H20.0,E09.311
H20.0,E09.319
H20.0,E09.3211
H20.0,E09.3212
H20.0,E09.3213
H20.0,E09.3219
H20.0,E09.3291
H20.0,E09.3292
H20.0,E09.3293
H20.0,E09.3299
H20.0,E09.3311
H20.0,E09.3312
H20.0,E09.3313
H20.0,E09.3319
H20.0,E09.3391
H20.0,E09.3392
H20.0,E09.3393
H20.0,E09.3399
H20.0,E09.3411
H20.0,E09.3412
H20.0,E09.3413
H20.0,E09.3419
H20.0,E09.3491
H20.0,E09.3492
H20.0,E09.3493
H20.0,E09.3499
H20.0,E09.3511
H20.0,E09.3512
H20.0,E09.3513
H20.0,E09.3519
H20.0,E09.3521
H20.0,E09.3522
H20.0,E09.3523
H20.0,E09.3529
H20.0,E09.3531
H20.0,E09.3532
H20.0,E09.3533
H20.0,E09.3539
H20.0,E09.3541
H20.0,E09.3542
H20.0,E09.3543
H20.0,E09.3549
H20.0,E09.3551
H20.0,E09.3552
H20.0,E09.3553
H20.0,E09.3559
H20.0,E09.3591
H20.0,E09.3592
H20.0,E09.3593
H20.0,E09.3599
H20.0,E09.36
H20.0,E09.37X1
H20.0,E09.37X2
H20.0,E09.37X3
H20.0,E09.37X9
H20.0,E09.39
H20.0,E09.40
H20.0,E09.41
H20.0,E09.42
H20.0,E09.43
H20.0,E09.44
H20.0,E09.49
H20.0,E09.51
H20.0,E09.52
H20.0,E09.59
H20.0,E09.610
H20.0,E09.618
H20.0,E09.620
H20.0,E09.621
H20.0,E09.622
H20.0,E09.628
H20.0,E09.630
H20.0,E09.638
H20.0,E09.641
H20.0,E09.649
H20.0,E09.65
H20.0,E09.69
H20.0,E09.8
H20.0,E09.9
H20.0,E10.10
H20.0,E10.11
H20.0,E10.21
H20.0,E10.22
H20.0,E10.29
H20.0,E10.311
H20.0,E10.319
H20.0,E10.3211
H20.0,E10.3212
H20.0,E10.3213
H20.0,E10.3219
H20.0,E10.3291
H20.0,E10.3292
H20.0,E10.3293
H20.0,E10.3299
H20.0,E10.3311
H20.0,E10.3312
H20.0,E10.3313
H20.0,E10.3319
H20.0,E10.3391
H20.0,E10.3392
H20.0,E10.3393
H20.0,E10.3399
H20.0,E10.3411
H20.0,E10.3412
H20.0,E10.3413
H20.0,E10.3419
H20.0,E10.3491
H20.0,E10.3492
H20.0,E10.3493
H20.0,E10.3499
H20.0,E10.3511
H20.0,E10.3512
H20.0,E10.3513
H20.0,E10.3519
H20.0,E10.3521
H20.0,E10.3522
H20.0,E10.3523
H20.0,E10.3529
H20.0,E10.3531
H20.0,E10.3532
H20.0,E10.3533
H20.0,E10.3539
H20.0,E10.3541
H20.0,E10.3542
H20.0,E10.3543
H20.0,E10.3549
H20.0,E10.3551
H20.0,E10.3552
H20.0,E10.3553
H20.0,E10.3559
H20.0,E10.3591
H20.0,E10.3592
H20.0,E10.3593
H20.0,E10.3599
H20.0,E10.36
H20.0,E10.37X1
H20.0,E10.37X2
H20.0,E10.37X3
H20.0,E10.37X9
H20.0,E10.39
H20.0,E10.40
H20.0,E10.41
H20.0,E10.42
H20.0,E10.43
H20.0,E10.44
H20.0,E10.49
H20.0,E10.51
H20.0,E10.52
H20.0,E10.59
H20.0,E10.610
H20.0,E10.618
H20.0,E10.620
H20.0,E10.621
H20.0,E10.622
H20.0,E10.628
H20.0,E10.630
H20.0,E10.638
H20.0,E10.641
H20.0,E10.649
H20.0,E10.65
H20.0,E10.69
H20.0,E10.8
H20.0,E10.9
H20.0,E11.00
H20.0,E11.01
H20.0,E11.10
H20.0,E11.11
H20.0,E11.21
H20.0,E11.22
H20.0,E11.29
H20.0,E11.311
H20.0,E11.319
H20.0,E11.3211
H20.0,E11.3212
H20.0,E11.3213
H20.0,E11.3219
H20.0,E11.3291
H20.0,E11.3292
H20.0,E11.3293
H20.0,E11.3299
H20.0,E11.3311
H20.0,E11.3312
H20.0,E11.3313
H20.0,E11.3319
H20.0,E11.3391
H20.0,E11.3392
H20.0,E11.3393
H20.0,E11.3399
H20.0,E11.3411
H20.0,E11.3412
H20.0,E11.3413
H20.0,E11.3419
H20.0,E11.3491
H20.0,E11.3492
H20.0,E11.3493
H20.0,E11.3499
H20.0,E11.3511
H20.0,E11.3512
H20.0,E11.3513
H20.0,E11.3519
H20.0,E11.3521
H20.0,E11.3522
H20.0,E11.3523
H20.0,E11.3529
H20.0,E11.3531
H20.0,E11.3532
H20.0,E11.3533
H20.0,E11.3539
H20.0,E11.3541
H20.0,E11.3542
H20.0,E11.3543
H20.0,E11.3549
H20.0,E11.3551
H20.0,E11.3552
H20.0,E11.3553
H20.0,E11.3559
H20.0,E11.3591
H20.0,E11.3592
H20.0,E11.3593
H20.0,E11.3599
H20.0,E11.36
H20.0,E11.37X1
H20.0,E11.37X2
H20.0,E11.37X3
H20.0,E11.37X9
H20.0,E11.39
H20.0,E11.40
H20.0,E11.41
H20.0,E11.42
H20.0,E11.43
H20.0,E11.44
H20.0,E11.49
H20.0,E11.51
H20.0,E11.52
H20.0,E11.59
H20.0,E11.610
H20.0,E11.618
H20.0,E11.620
H20.0,E11.621
H20.0,E11.622
H20.0,E11.628
H20.0,E11.630
H20.0,E11.638
H20.0,E11.641
H20.0,E11.649
H20.0,E11.65
H20.0,E11.69
H20.0,E11.8
H20.0,E11.9
H20.0,E13.00
H20.0,E13.01
H20.0,E13.10
H20.0,E13.11
H20.0,E13.21
H20.0,E13.22
H20.0,E13.29
H20.0,E13.311
H20.0,E13.319
H20.0,E13.3211
H20.0,E13.3212
H20.0,E13.3213
H20.0,E13.3219
H20.0,E13.3291
H20.0,E13.3292
H20.0,E13.3293
H20.0,E13.3299
H20.0,E13.3311
H20.0,E13.3312
H20.0,E13.3313
H20.0,E13.3319
H20.0,E13.3391
H20.0,E13.3392
H20.0,E13.3393
H20.0,E13.3399
H20.0,E13.3411
H20.0,E13.3412
H20.0,E13.3413
H20.0,E13.3419
H20.0,E13.3491
H20.0,E13.3492
H20.0,E13.3493
H20.0,E13.3499
H20.0,E13.3511
H20.0,E13.3512
H20.0,E13.3513
H20.0,E13.3519
H20.0,E13.3521
H20.0,E13.3522
H20.0,E13.3523
H20.0,E13.3529
H20.0,E13.3531
H20.0,E13.3532
H20.0,E13.3533
H20.0,E13.3539
H20.0,E13.3541
H20.0,E13.3542
H20.0,E13.3543
H20.0,E13.3549
H20.0,E13.3551
H20.0,E13.3552
H20.0,E13.3553
H20.0,E13.3559
H20.0,E13.3591
H20.0,E13.3592
H20.0,E13.3593
H20.0,E13.3599
H20.0,E13.36
H20.0,E13.37X1
H20.0,E13.37X2
H20.0,E13.37X3
H20.0,E13.37X9
H20.0,E13.39
H20.0,E13.40
H20.0,E13.41
H20.0,E13.42
H20.0,E13.43
H20.0,E13.44
H20.0,E13.49
H20.0,E13.51
H20.0,E13.52
H20.0,E13.59
H20.0,E13.610
H20.0,E13.618
H20.0,E13.620
H20.0,E13.621
H20.0,E13.622
H20.0,E13.628
H20.0,E13.630
H20.0,E13.638
H20.0,E13.641
H20.0,E13.649
H20.0,E13.65
H20.0,E13.69
H20.0,E13.8
H20.0,E13.9
H20.0,A36.89
H20.0,A54.32
H20.0,B00.51
H20.0,B02.32
H20.0,A50.39
H20.0,A52.71
H20.0,D86.83
H20.0,A51.43
H20.0,B58.09
H20.0,A18.54
I79.8,E08.00
I79.8,E08.01
I79.8,E08.10
I79.8,E08.11
I79.8,E08.21
I79.8,E08.22
I79.8,E08.29
I79.8,E08.311
I79.8,E08.319
I79.8,E08.3211
I79.8,E08.3212
I79.8,E08.3213
I79.8,E08.3219
I79.8,E08.3291
I79.8,E08.3292
I79.8,E08.3293
I79.8,E08.3299
I79.8,E08.3311
I79.8,E08.3312
I79.8,E08.3313
I79.8,E08.3319
I79.8,E08.3391
I79.8,E08.3392
I79.8,E08.3393
I79.8,E08.3399
I79.8,E08.3411
I79.8,E08.3412
I79.8,E08.3413
I79.8,E08.3419
I79.8,E08.3491
I79.8,E08.3492
I79.8,E08.3493
I79.8,E08.3499
I79.8,E08.3511
I79.8,E08.3512
I79.8,E08.3513
I79.8,E08.3519
I79.8,E08.3521
I79.8,E08.3522
I79.8,E08.3523
I79.8,E08.3529
I79.8,E08.3531
I79.8,E08.3532
I79.8,E08.3533
I79.8,E08.3539
I79.8,E08.3541
I79.8,E08.3542
I79.8,E08.3543
I79.8,E08.3549
I79.8,E08.3551
I79.8,E08.3552
I79.8,E08.3553
I79.8,E08.3559
I79.8,E08.3591
I79.8,E08.3592
I79.8,E08.3593
I79.8,E08.3599
I79.8,E08.36
I79.8,E08.37X1
I79.8,E08.37X2
I79.8,E08.37X3
I79.8,E08.37X9
I79.8,E08.39
I79.8,E08.40
I79.8,E08.41
I79.8,E08.42
I79.8,E08.43
I79.8,E08.44
I79.8,E08.49
I79.8,E08.51
I79.8,E08.52
I79.8,E08.59
I79.8,E08.610
I79.8,E08.618
I79.8,E08.620
I79.8,E08.621
I79.8,E08.622
I79.8,E08.628
I79.8,E08.630
I79.8,E08.638
I79.8,E08.641
I79.8,E08.649
I79.8,E08.65
I79.8,E08.69
I79.8,E08.8
I79.8,E08.9
I79.8,E09.00
I79.8,E09.01
I79.8,E09.10
I79.8,E09.11
I79.8,E09.21
I79.8,E09.22
I79.8,E09.29
I79.8,E09.311
I79.8,E09.319
I79.8,E09.3211
I79.8,E09.3212
I79.8,E09.3213
I79.8,E09.3219
I79.8,E09.3291
I79.8,E09.3292
I79.8,E09.3293
I79.8,E09.3299
I79.8,E09.3311
I79.8,E09.3312
I79.8,E09.3313
I79.8,E09.3319
I79.8,E09.3391
I79.8,E09.3392
I79.8,E09.3393
I79.8,E09.3399
I79.8,E09.3411
I79.8,E09.3412
I79.8,E09.3413
I79.8,E09.3419
I79.8,E09.3491
I79.8,E09.3492
I79.8,E09.3493
I79.8,E09.3499
I79.8,E09.3511
I79.8,E09.3512
I79.8,E09.3513
I79.8,E09.3519
I79.8,E09.3521
I79.8,E09.3522
I79.8,E09.3523
I79.8,E09.3529
I79.8,E09.3531
I79.8,E09.3532
I79.8,E09.3533
I79.8,E09.3539
I79.8,E09.3541
I79.8,E09.3542
I79.8,E09.3543
I79.8,E09.3549
I79.8,E09.3551
I79.8,E09.3552
I79.8,E09.3553
I79.8,E09.3559
I79.8,E09.3591
I79.8,E09.3592
I79.8,E09.3593
I79.8,E09.3599
I79.8,E09.36
I79.8,E09.37X1
I79.8,E09.37X2
I79.8,E09.37X3
I79.8,E09.37X9
I79.8,E09.39
I79.8,E09.40
I79.8,E09.41
I79.8,E09.42
I79.8,E09.43
I79.8,E09.44
I79.8,E09.49
I79.8,E09.51
I79.8,E09.52
I79.8,E09.59
I79.8,E09.610
I79.8,E09.618
I79.8,E09.620
I79.8,E09.621
I79.8,E09.622
I79.8,E09.628
I79.8,E09.630
I79.8,E09.638
I79.8,E09.641
I79.8,E09.649
I79.8,E09.65
I79.8,E09.69
I79.8,E09.8
I79.8,E09.9
I79.8,E10.10
I79.8,E10.11
I79.8,E10.21
I79.8,E10.22
I79.8,E10.29
I79.8,E10.311
I79.8,E10.319
I79.8,E10.3211
I79.8,E10.3212
I79.8,E10.3213
I79.8,E10.3219
I79.8,E10.3291
I79.8,E10.3292
I79.8,E10.3293
I79.8,E10.3299
I79.8,E10.3311
I79.8,E10.3312
I79.8,E10.3313
I79.8,E10.3319
I79.8,E10.3391
I79.8,E10.3392
I79.8,E10.3393
I79.8,E10.3399
I79.8,E10.3411
I79.8,E10.3412
I79.8,E10.3413
I79.8,E10.3419
I79.8,E10.3491
I79.8,E10.3492
I79.8,E10.3493
I79.8,E10.3499
I79.8,E10.3511
I79.8,E10.3512
I79.8,E10.3513
I79.8,E10.3519
I79.8,E10.3521
I79.8,E10.3522
I79.8,E10.3523
I79.8,E10.3529
I79.8,E10.3531
I79.8,E10.3532
I79.8,E10.3533
I79.8,E10.3539
I79.8,E10.3541
I79.8,E10.3542
I79.8,E10.3543
I79.8,E10.3549
I79.8,E10.3551
I79.8,E10.3552
I79.8,E10.3553
I79.8,E10.3559
I79.8,E10.3591
I79.8,E10.3592
I79.8,E10.3593
I79.8,E10.3599
I79.8,E10.36
I79.8,E10.37X1
I79.8,E10.37X2
I79.8,E10.37X3
I79.8,E10.37X9
I79.8,E10.39
I79.8,E10.40
I79.8,E10.41
I79.8,E10.42
I79.8,E10.43
I79.8,E10.44
I79.8,E10.49
I79.8,E10.51
I79.8,E10.52
I79.8,E10.59
I79.8,E10.610
I79.8,E10.618
I79.8,E10.620
I79.8,E10.621
I79.8,E10.622
I79.8,E10.628
I79.8,E10.630
I79.8,E10.638
I79.8,E10.641
I79.8,E10.649
I79.8,E10.65
I79.8,E10.69
I79.8,E10.8
I79.8,E10.9
I79.8,E11.00
I79.8,E11.01
I79.8,E11.10
I79.8,E11.11
I79.8,E11.21
I79.8,E11.22
I79.8,E11.29
I79.8,E11.311
I79.8,E11.319
I79.8,E11.3211
I79.8,E11.3212
I79.8,E11.3213
I79.8,E11.3219
I79.8,E11.3291
I79.8,E11.3292
I79.8,E11.3293
I79.8,E11.3299
I79.8,E11.3311
I79.8,E11.3312
I79.8,E11.3313
I79.8,E11.3319
I79.8,E11.3391
I79.8,E11.3392
I79.8,E11.3393
I79.8,E11.3399
I79.8,E11.3411
I79.8,E11.3412
I79.8,E11.3413
I79.8,E11.3419
I79.8,E11.3491
I79.8,E11.3492
I79.8,E11.3493
I79.8,E11.3499
I79.8,E11.3511
I79.8,E11.3512
I79.8,E11.3513
I79.8,E11.3519
I79.8,E11.3521
I79.8,E11.3522
I79.8,E11.3523
I79.8,E11.3529
I79.8,E11.3531
I79.8,E11.3532
I79.8,E11.3533
I79.8,E11.3539
I79.8,E11.3541
I79.8,E11.3542
I79.8,E11.3543
I79.8,E11.3549
I79.8,E11.3551
I79.8,E11.3552
I79.8,E11.3553
I79.8,E11.3559
I79.8,E11.3591
I79.8,E11.3592
I79.8,E11.3593
I79.8,E11.3599
I79.8,E11.36
I79.8,E11.37X1
I79.8,E11.37X2
I79.8,E11.37X3
I79.8,E11.37X9
I79.8,E11.39
I79.8,E11.40
I79.8,E11.41
I79.8,E11.42
I79.8,E11.43
I79.8,E11.44
I79.8,E11.49
I79.8,E11.51
I79.8,E11.52
I79.8,E11.59
I79.8,E11.610
I79.8,E11.618
I79.8,E11.620
I79.8,E11.621
I79.8,E11.622
I79.8,E11.628
I79.8,E11.630
I79.8,E11.638
I79.8,E11.641
I79.8,E11.649
I79.8,E11.65
I79.8,E11.69
